Using the standard Ruby profiler.
  %   cumulative   self              self     total
 time   seconds   seconds    calls  ms/call  ms/call  name
  0.00    26.33      0.00       15     0.00     8.00  ActiveRecord::Base#construct_finder_arel
  0.00    26.33      0.00       15     0.00    55.33  ActiveRecord::FinderMethods.exists?
  0.00    26.33      0.00        6     0.00     5.00  I18n::Backend::Simple::Implementation.store_translations
  0.00    26.33      0.00        1     0.00     0.00  User#_before_password_verification_callbacks
  0.00    26.33      0.00        2     0.00     0.00  ActiveRecord::Base#raise_if_bind_arity_mismatch
  0.00    26.33      0.00       67     0.00     4.33  ActiveRecord::AttributeMethods::Query.attribute?
  0.00    26.33      0.00        2     0.00     0.00  ActiveRecord::Reflection::AssociationReflection#derive_class_name
  0.00    26.33      0.00       65     0.00     0.00  Hash#empty?
  0.00    26.33      0.00       44     0.00     0.00  ActiveRecord::Base#attribute_types_cached_by_default
  0.00    26.33      0.00      109     0.00     0.00  ActiveRecord::Calculations.type_cast_using_column
  0.00    26.33      0.00       15     0.00     0.00  ActiveRecord::QueryMethods.apply_modules
 -0.00    26.33     -0.00        1    -0.00 20550.00  Relationship#users_followed_by
  0.00    26.33      0.00        1     0.00 26330.00  #toplevel
